group,Crop,Month,Step,Re
Right_Golongan 1,Re_paddy,11,6,8.3
Right_Golongan 1,Re_paddy,12,1,3.2
Right_Golongan 1,Re_paddy,12,2,5.0
Right_Golongan 1,Re_paddy,12,3,4.3
Right_Golongan 1,Re_paddy,12,4,10.7
Right_Golongan 1,Re_paddy,12,5,4.6
Right_Golongan 1,Re_paddy,12,6,7.5
Right_Golongan 1,Re_paddy,1,1,6.5
Right_Golongan 1,Re_paddy,1,2,6.2
Right_Golongan 1,Re_paddy,1,3,3.6
Right_Golongan 1,Re_paddy,1,4,0.9
Right_Golongan 1,Re_paddy,1,5,1.8
Right_Golongan 1,Re_paddy,1,6,0.3
Right_Golongan 1,Re_paddy,2,1,7.5
Right_Golongan 1,Re_paddy,2,2,8.4
Right_Golongan 1,Re_paddy,2,3,2.8
Right_Golongan 1,Re_paddy,2,4,3.2
Right_Golongan 1,Re_paddy,2,5,7.1
Right_Golongan 1,Re_paddy,2,6,3.4
Right_Golongan 1,Re_paddy,3,1,3.8
Right_Golongan 1,Re_paddy,3,2,4.3
Right_Golongan 1,Re_paddy,3,3,6.2
Right_Golongan 1,Re_paddy,3,4,2.4
Right_Golongan 1,Re_paddy,3,5,2.2
Right_Golongan 1,Re_paddy,3,6,1.8
Right_Golongan 1,Re_paddy,4,1,2.7
Right_Golongan 1,Re_paddy,4,2,3.2
Right_Golongan 1,Re_paddy,4,3,1.7
Right_Golongan 1,Re_paddy,4,4,1.3
Right_Golongan 1,Re_paddy,4,5,0.6
Right_Golongan 1,Re_paddy,4,6,2.7
Right_Golongan 1,Re_paddy,5,1,2.1
Right_Golongan 1,Re_paddy,5,2,1.3
Right_Golongan 1,Re_paddy,5,3,0.0
Right_Golongan 1,Re_paddy,5,4,0.0
Right_Golongan 1,Re_paddy,5,5,2.7
Right_Golongan 1,Re_paddy,5,6,0.1
Right_Golongan 1,Re_paddy,6,1,0.0
Right_Golongan 1,Re_paddy,6,2,0.0
Right_Golongan 1,Re_paddy,6,3,0.0
Right_Golongan 1,Re_paddy,6,4,0.1
Right_Golongan 1,Re_paddy,6,5,0.0
Right_Golongan 1,Re_paddy,6,6,0.0
Right_Golongan 1,Re_paddy,7,1,0.0
Right_Golongan 1,Re_paddy,7,2,0.1
Right_Golongan 1,Re_paddy,7,3,0.0
Right_Golongan 1,Re_paddy,7,4,0.0
Right_Golongan 1,Re_paddy,7,5,0.0
Right_Golongan 1,Re_paddy,7,6,0.0
Right_Golongan 1,Re_paddy,8,1,0.0
Right_Golongan 1,Re_paddy,8,2,0.0
Right_Golongan 1,Re_paddy,8,3,0.0
Right_Golongan 1,Re_paddy,8,4,0.0
Right_Golongan 1,Re_paddy,8,5,0.0
Right_Golongan 1,Re_paddy,8,6,0.0
Right_Golongan 1,Re_paddy,9,1,0.0
Right_Golongan 1,Re_paddy,9,2,0.0
Right_Golongan 1,Re_paddy,9,3,0.0
Right_Golongan 1,Re_paddy,9,4,0.0
Right_Golongan 1,Re_paddy,9,5,0.0
Right_Golongan 1,Re_paddy,9,6,0.0
Right_Golongan 1,Re_paddy,10,1,0.0
Right_Golongan 1,Re_paddy,10,2,0.0
Right_Golongan 1,Re_paddy,10,3,0.0
Right_Golongan 1,Re_paddy,10,4,0.0
Right_Golongan 1,Re_paddy,10,5,0.0
Right_Golongan 1,Re_paddy,10,6,0.8
Right_Golongan 1,Re_palawija,11,1,0.2
Right_Golongan 1,Re_palawija,11,2,0.8
Right_Golongan 1,Re_palawija,11,3,0.6
Right_Golongan 1,Re_palawija,11,4,0.8
Right_Golongan 1,Re_palawija,11,5,1.7
Right_Golongan 1,Re_palawija,11,6,4.2
Right_Golongan 1,Re_palawija,12,1,1.6
Right_Golongan 1,Re_palawija,12,2,2.5
Right_Golongan 1,Re_palawija,12,3,2.2
Right_Golongan 1,Re_palawija,12,4,5.4
Right_Golongan 1,Re_palawija,12,5,2.3
Right_Golongan 1,Re_palawija,12,6,3.8
Right_Golongan 1,Re_palawija,1,1,3.2
Right_Golongan 1,Re_palawija,1,2,3.1
Right_Golongan 1,Re_palawija,1,3,1.8
Right_Golongan 1,Re_palawija,1,4,0.4
Right_Golongan 1,Re_palawija,1,5,0.9
Right_Golongan 1,Re_palawija,1,6,0.2
Right_Golongan 1,Re_palawija,2,1,3.8
Right_Golongan 1,Re_palawija,2,2,4.2
Right_Golongan 1,Re_palawija,2,3,1.4
Right_Golongan 1,Re_palawija,2,4,1.6
Right_Golongan 1,Re_palawija,2,5,3.6
Right_Golongan 1,Re_palawija,2,6,1.7
Right_Golongan 1,Re_palawija,3,1,1.9
Right_Golongan 1,Re_palawija,3,2,2.2
Right_Golongan 1,Re_palawija,3,3,3.1
Right_Golongan 1,Re_palawija,3,4,1.2
Right_Golongan 1,Re_palawija,3,5,1.1
Right_Golongan 1,Re_palawija,3,6,0.9
Right_Golongan 1,Re_palawija,4,1,1.4
Right_Golongan 1,Re_palawija,4,2,1.6
Right_Golongan 1,Re_palawija,4,3,0.8
Right_Golongan 1,Re_palawija,4,4,0.6
Right_Golongan 1,Re_palawija,4,5,0.3
Right_Golongan 1,Re_palawija,4,6,1.4
Right_Golongan 1,Re_palawija,5,1,1.0
Right_Golongan 1,Re_palawija,5,2,0.6
Right_Golongan 1,Re_palawija,5,3,0.0
Right_Golongan 1,Re_palawija,5,4,0.0
Right_Golongan 1,Re_palawija,5,5,1.4
Right_Golongan 1,Re_palawija,5,6,0.0
Right_Golongan 1,Re_palawija,6,1,0.0
Right_Golongan 1,Re_palawija,6,2,0.0
Right_Golongan 1,Re_palawija,6,3,0.0
Right_Golongan 1,Re_palawija,6,4,0.0
Right_Golongan 1,Re_palawija,6,5,0.0
Right_Golongan 1,Re_palawija,6,6,0.0
Right_Golongan 1,Re_palawija,7,1,0.0
Right_Golongan 1,Re_palawija,7,2,0.0
Right_Golongan 1,Re_palawija,7,3,0.0
Right_Golongan 1,Re_palawija,7,4,0.0
Right_Golongan 1,Re_palawija,7,5,0.0
Right_Golongan 1,Re_palawija,7,6,0.0
Right_Golongan 1,Re_palawija,8,1,0.0
Right_Golongan 1,Re_palawija,8,2,0.0
Right_Golongan 1,Re_palawija,8,3,0.0
Right_Golongan 1,Re_palawija,8,4,0.0
Right_Golongan 1,Re_palawija,8,5,0.0
Right_Golongan 1,Re_palawija,8,6,0.0
Right_Golongan 1,Re_palawija,9,1,0.0
Right_Golongan 1,Re_palawija,9,2,0.0
Right_Golongan 1,Re_palawija,9,3,0.0
Right_Golongan 1,Re_palawija,9,4,0.0
Right_Golongan 1,Re_palawija,9,5,0.0
Right_Golongan 1,Re_palawija,9,6,0.0
Right_Golongan 1,Re_palawija,10,1,0.0
Right_Golongan 1,Re_palawija,10,2,0.0
Right_Golongan 1,Re_palawija,10,3,0.0
Right_Golongan 1,Re_palawija,10,4,0.0
Right_Golongan 1,Re_palawija,10,5,0.0
Right_Golongan 1,Re_palawija,10,6,0.4
Right_Golongan 2,Re_paddy,11,1,0.2
Right_Golongan 2,Re_paddy,11,2,1.7
Right_Golongan 2,Re_paddy,11,3,0.9
Right_Golongan 2,Re_paddy,11,4,1.3
Right_Golongan 2,Re_paddy,11,5,4.6
Right_Golongan 2,Re_paddy,11,6,7.2
Right_Golongan 2,Re_paddy,12,1,3.4
Right_Golongan 2,Re_paddy,12,2,5.1
Right_Golongan 2,Re_paddy,12,3,4.0
Right_Golongan 2,Re_paddy,12,4,7.3
Right_Golongan 2,Re_paddy,12,5,6.1
Right_Golongan 2,Re_paddy,12,6,7.7
Right_Golongan 2,Re_paddy,1,1,7.7
Right_Golongan 2,Re_paddy,1,2,4.2
Right_Golongan 2,Re_paddy,1,3,3.0
Right_Golongan 2,Re_paddy,1,4,5.8
Right_Golongan 2,Re_paddy,1,5,4.9
Right_Golongan 2,Re_paddy,1,6,0.5
Right_Golongan 2,Re_paddy,2,1,6.5
Right_Golongan 2,Re_paddy,2,2,10.6
Right_Golongan 2,Re_paddy,2,3,4.0
Right_Golongan 2,Re_paddy,2,4,4.0
Right_Golongan 2,Re_paddy,2,5,7.9
Right_Golongan 2,Re_paddy,2,6,2.5
Right_Golongan 2,Re_paddy,3,1,4.0
Right_Golongan 2,Re_paddy,3,2,4.8
Right_Golongan 2,Re_paddy,3,3,4.6
Right_Golongan 2,Re_paddy,3,4,1.4
Right_Golongan 2,Re_paddy,3,5,1.5
Right_Golongan 2,Re_paddy,3,6,2.6
Right_Golongan 2,Re_paddy,4,1,4.4
Right_Golongan 2,Re_paddy,4,2,2.7
Right_Golongan 2,Re_paddy,4,3,3.8
Right_Golongan 2,Re_paddy,4,4,1.7
Right_Golongan 2,Re_paddy,4,5,1.6
Right_Golongan 2,Re_paddy,4,6,1.6
Right_Golongan 2,Re_paddy,5,1,2.6
Right_Golongan 2,Re_paddy,5,2,1.5
Right_Golongan 2,Re_paddy,5,3,0.0
Right_Golongan 2,Re_paddy,5,4,0.0
Right_Golongan 2,Re_paddy,5,5,2.7
Right_Golongan 2,Re_paddy,5,6,0.3
Right_Golongan 2,Re_paddy,6,1,0.0
Right_Golongan 2,Re_paddy,6,2,0.0
Right_Golongan 2,Re_paddy,6,3,0.0
Right_Golongan 2,Re_paddy,6,4,0.0
Right_Golongan 2,Re_paddy,6,5,0.1
Right_Golongan 2,Re_paddy,6,6,0.0
Right_Golongan 2,Re_paddy,7,1,0.0
Right_Golongan 2,Re_paddy,7,2,0.1
Right_Golongan 2,Re_paddy,7,3,0.0
Right_Golongan 2,Re_paddy,7,4,0.0
Right_Golongan 2,Re_paddy,7,5,0.0
Right_Golongan 2,Re_paddy,7,6,0.0
Right_Golongan 2,Re_paddy,8,1,0.0
Right_Golongan 2,Re_paddy,8,2,0.0
Right_Golongan 2,Re_paddy,8,3,0.0
Right_Golongan 2,Re_paddy,8,4,0.0
Right_Golongan 2,Re_paddy,8,5,0.0
Right_Golongan 2,Re_paddy,8,6,0.0
Right_Golongan 2,Re_paddy,9,1,0.0
Right_Golongan 2,Re_paddy,9,2,0.0
Right_Golongan 2,Re_paddy,9,3,0.0
Right_Golongan 2,Re_paddy,9,4,0.0
Right_Golongan 2,Re_paddy,9,5,0.0
Right_Golongan 2,Re_paddy,9,6,0.0
Right_Golongan 2,Re_paddy,10,1,0.0
Right_Golongan 2,Re_paddy,10,2,0.0
Right_Golongan 2,Re_paddy,10,3,0.0
Right_Golongan 2,Re_paddy,10,4,0.0
Right_Golongan 2,Re_paddy,10,5,0.6
Right_Golongan 2,Re_paddy,10,6,2.1
Right_Golongan 2,Re_palawija,11,1,0.1
Right_Golongan 2,Re_palawija,11,2,0.8
Right_Golongan 2,Re_palawija,11,3,0.4
Right_Golongan 2,Re_palawija,11,4,0.6
Right_Golongan 2,Re_palawija,11,5,2.3
Right_Golongan 2,Re_palawija,11,6,3.6
Right_Golongan 2,Re_palawija,12,1,1.7
Right_Golongan 2,Re_palawija,12,2,2.6
Right_Golongan 2,Re_palawija,12,3,2.0
Right_Golongan 2,Re_palawija,12,4,3.6
Right_Golongan 2,Re_palawija,12,5,3.0
Right_Golongan 2,Re_palawija,12,6,3.8
Right_Golongan 2,Re_palawija,1,1,3.8
Right_Golongan 2,Re_palawija,1,2,2.1
Right_Golongan 2,Re_palawija,1,3,1.5
Right_Golongan 2,Re_palawija,1,4,2.9
Right_Golongan 2,Re_palawija,1,5,2.4
Right_Golongan 2,Re_palawija,1,6,0.2
Right_Golongan 2,Re_palawija,2,1,3.2
Right_Golongan 2,Re_palawija,2,2,5.3
Right_Golongan 2,Re_palawija,2,3,2.0
Right_Golongan 2,Re_palawija,2,4,2.0
Right_Golongan 2,Re_palawija,2,5,4.0
Right_Golongan 2,Re_palawija,2,6,1.2
Right_Golongan 2,Re_palawija,3,1,2.0
Right_Golongan 2,Re_palawija,3,2,2.4
Right_Golongan 2,Re_palawija,3,3,2.3
Right_Golongan 2,Re_palawija,3,4,0.7
Right_Golongan 2,Re_palawija,3,5,0.8
Right_Golongan 2,Re_palawija,3,6,1.3
Right_Golongan 2,Re_palawija,4,1,2.2
Right_Golongan 2,Re_palawija,4,2,1.4
Right_Golongan 2,Re_palawija,4,3,1.9
Right_Golongan 2,Re_palawija,4,4,0.8
Right_Golongan 2,Re_palawija,4,5,0.8
Right_Golongan 2,Re_palawija,4,6,0.8
Right_Golongan 2,Re_palawija,5,1,1.3
Right_Golongan 2,Re_palawija,5,2,0.8
Right_Golongan 2,Re_palawija,5,3,0.0
Right_Golongan 2,Re_palawija,5,4,0.0
Right_Golongan 2,Re_palawija,5,5,1.4
Right_Golongan 2,Re_palawija,5,6,0.2
Right_Golongan 2,Re_palawija,6,1,0.0
Right_Golongan 2,Re_palawija,6,2,0.0
Right_Golongan 2,Re_palawija,6,3,0.0
Right_Golongan 2,Re_palawija,6,4,0.0
Right_Golongan 2,Re_palawija,6,5,0.0
Right_Golongan 2,Re_palawija,6,6,0.0
Right_Golongan 2,Re_palawija,7,1,0.0
Right_Golongan 2,Re_palawija,7,2,0.0
Right_Golongan 2,Re_palawija,7,3,0.0
Right_Golongan 2,Re_palawija,7,4,0.0
Right_Golongan 2,Re_palawija,7,5,0.0
Right_Golongan 2,Re_palawija,7,6,0.0
Right_Golongan 2,Re_palawija,8,1,0.0
Right_Golongan 2,Re_palawija,8,2,0.0
Right_Golongan 2,Re_palawija,8,3,0.0
Right_Golongan 2,Re_palawija,8,4,0.0
Right_Golongan 2,Re_palawija,8,5,0.0
Right_Golongan 2,Re_palawija,8,6,0.0
Right_Golongan 2,Re_palawija,9,1,0.0
Right_Golongan 2,Re_palawija,9,2,0.0
Right_Golongan 2,Re_palawija,9,3,0.0
Right_Golongan 2,Re_palawija,9,4,0.0
Right_Golongan 2,Re_palawija,9,5,0.0
Right_Golongan 2,Re_palawija,9,6,0.0
Right_Golongan 2,Re_palawija,10,1,0.0
Right_Golongan 2,Re_palawija,10,2,0.0
Right_Golongan 2,Re_palawija,10,3,0.0
Right_Golongan 2,Re_palawija,10,4,0.0
Right_Golongan 2,Re_palawija,10,5,0.3
Right_Golongan 2,Re_palawija,10,6,1.0
Right_Golongan 3,Re_paddy,11,1,0.1
Right_Golongan 3,Re_paddy,11,2,2.1
Right_Golongan 3,Re_paddy,11,3,1.0
Right_Golongan 3,Re_paddy,11,4,1.8
Right_Golongan 3,Re_paddy,11,5,3.3
Right_Golongan 3,Re_paddy,11,6,9.4
Right_Golongan 3,Re_paddy,12,1,2.8
Right_Golongan 3,Re_paddy,12,2,4.4
Right_Golongan 3,Re_paddy,12,3,2.7
Right_Golongan 3,Re_paddy,12,4,5.3
Right_Golongan 3,Re_paddy,12,5,7.1
Right_Golongan 3,Re_paddy,12,6,6.6
Right_Golongan 3,Re_paddy,1,1,7.1
Right_Golongan 3,Re_paddy,1,2,5.4
Right_Golongan 3,Re_paddy,1,3,2.6
Right_Golongan 3,Re_paddy,1,4,3.8
Right_Golongan 3,Re_paddy,1,5,3.0
Right_Golongan 3,Re_paddy,1,6,0.8
Right_Golongan 3,Re_paddy,2,1,5.7
Right_Golongan 3,Re_paddy,2,2,10.0
Right_Golongan 3,Re_paddy,2,3,4.3
Right_Golongan 3,Re_paddy,2,4,3.0
Right_Golongan 3,Re_paddy,2,5,7.4
Right_Golongan 3,Re_paddy,2,6,2.2
Right_Golongan 3,Re_paddy,3,1,3.6
Right_Golongan 3,Re_paddy,3,2,3.1
Right_Golongan 3,Re_paddy,3,3,4.5
Right_Golongan 3,Re_paddy,3,4,1.4
Right_Golongan 3,Re_paddy,3,5,0.7
Right_Golongan 3,Re_paddy,3,6,3.1
Right_Golongan 3,Re_paddy,4,1,4.9
Right_Golongan 3,Re_paddy,4,2,3.0
Right_Golongan 3,Re_paddy,4,3,3.2
Right_Golongan 3,Re_paddy,4,4,2.6
Right_Golongan 3,Re_paddy,4,5,3.2
Right_Golongan 3,Re_paddy,4,6,1.7
Right_Golongan 3,Re_paddy,5,1,1.7
Right_Golongan 3,Re_paddy,5,2,2.3
Right_Golongan 3,Re_paddy,5,3,0.0
Right_Golongan 3,Re_paddy,5,4,0.0
Right_Golongan 3,Re_paddy,5,5,3.3
Right_Golongan 3,Re_paddy,5,6,0.5
Right_Golongan 3,Re_paddy,6,1,0.0
Right_Golongan 3,Re_paddy,6,2,0.0
Right_Golongan 3,Re_paddy,6,3,0.1
Right_Golongan 3,Re_paddy,6,4,0.2
Right_Golongan 3,Re_paddy,6,5,0.1
Right_Golongan 3,Re_paddy,6,6,0.0
Right_Golongan 3,Re_paddy,7,1,0.0
Right_Golongan 3,Re_paddy,7,2,0.1
Right_Golongan 3,Re_paddy,7,3,0.0
Right_Golongan 3,Re_paddy,7,4,0.0
Right_Golongan 3,Re_paddy,7,5,0.0
Right_Golongan 3,Re_paddy,7,6,0.0
Right_Golongan 3,Re_paddy,8,1,0.0
Right_Golongan 3,Re_paddy,8,2,0.0
Right_Golongan 3,Re_paddy,8,3,0.0
Right_Golongan 3,Re_paddy,8,4,0.0
Right_Golongan 3,Re_paddy,8,5,0.0
Right_Golongan 3,Re_paddy,8,6,0.0
Right_Golongan 3,Re_paddy,9,1,0.0
Right_Golongan 3,Re_paddy,9,2,0.0
Right_Golongan 3,Re_paddy,9,3,0.0
Right_Golongan 3,Re_paddy,9,4,0.0
Right_Golongan 3,Re_paddy,9,5,0.0
Right_Golongan 3,Re_paddy,9,6,0.0
Right_Golongan 3,Re_paddy,10,1,0.0
Right_Golongan 3,Re_paddy,10,2,0.0
Right_Golongan 3,Re_paddy,10,3,0.5
Right_Golongan 3,Re_paddy,10,4,0.0
Right_Golongan 3,Re_paddy,10,5,0.4
Right_Golongan 3,Re_paddy,10,6,2.4
Right_Golongan 3,Re_palawija,11,1,0.0
Right_Golongan 3,Re_palawija,11,2,1.0
Right_Golongan 3,Re_palawija,11,3,0.5
Right_Golongan 3,Re_palawija,11,4,0.9
Right_Golongan 3,Re_palawija,11,5,1.6
Right_Golongan 3,Re_palawija,11,6,4.7
Right_Golongan 3,Re_palawija,12,1,1.4
Right_Golongan 3,Re_palawija,12,2,2.2
Right_Golongan 3,Re_palawija,12,3,1.4
Right_Golongan 3,Re_palawija,12,4,2.6
Right_Golongan 3,Re_palawija,12,5,3.6
Right_Golongan 3,Re_palawija,12,6,3.3
Right_Golongan 3,Re_palawija,1,1,3.6
Right_Golongan 3,Re_palawija,1,2,2.7
Right_Golongan 3,Re_palawija,1,3,1.3
Right_Golongan 3,Re_palawija,1,4,1.9
Right_Golongan 3,Re_palawija,1,5,1.5
Right_Golongan 3,Re_palawija,1,6,0.4
Right_Golongan 3,Re_palawija,2,1,2.8
Right_Golongan 3,Re_palawija,2,2,5.0
Right_Golongan 3,Re_palawija,2,3,2.2
Right_Golongan 3,Re_palawija,2,4,1.5
Right_Golongan 3,Re_palawija,2,5,3.7
Right_Golongan 3,Re_palawija,2,6,1.1
Right_Golongan 3,Re_palawija,3,1,1.8
Right_Golongan 3,Re_palawija,3,2,1.6
Right_Golongan 3,Re_palawija,3,3,2.2
Right_Golongan 3,Re_palawija,3,4,0.7
Right_Golongan 3,Re_palawija,3,5,0.4
Right_Golongan 3,Re_palawija,3,6,1.6
Right_Golongan 3,Re_palawija,4,1,2.4
Right_Golongan 3,Re_palawija,4,2,1.5
Right_Golongan 3,Re_palawija,4,3,1.6
Right_Golongan 3,Re_palawija,4,4,1.3
Right_Golongan 3,Re_palawija,4,5,1.6
Right_Golongan 3,Re_palawija,4,6,0.8
Right_Golongan 3,Re_palawija,5,1,0.8
Right_Golongan 3,Re_palawija,5,2,1.2
Right_Golongan 3,Re_palawija,5,3,0.0
Right_Golongan 3,Re_palawija,5,4,0.0
Right_Golongan 3,Re_palawija,5,5,1.6
Right_Golongan 3,Re_palawija,5,6,0.2
Right_Golongan 3,Re_palawija,6,1,0.0
Right_Golongan 3,Re_palawija,6,2,0.0
Right_Golongan 3,Re_palawija,6,3,0.0
Right_Golongan 3,Re_palawija,6,4,0.1
Right_Golongan 3,Re_palawija,6,5,0.0
Right_Golongan 3,Re_palawija,6,6,0.0
Right_Golongan 3,Re_palawija,7,1,0.0
Right_Golongan 3,Re_palawija,7,2,0.0
Right_Golongan 3,Re_palawija,7,3,0.0
Right_Golongan 3,Re_palawija,7,4,0.0
Right_Golongan 3,Re_palawija,7,5,0.0
Right_Golongan 3,Re_palawija,7,6,0.0
Right_Golongan 3,Re_palawija,8,1,0.0
Right_Golongan 3,Re_palawija,8,2,0.0
Right_Golongan 3,Re_palawija,8,3,0.0
Right_Golongan 3,Re_palawija,8,4,0.0
Right_Golongan 3,Re_palawija,8,5,0.0
Right_Golongan 3,Re_palawija,8,6,0.0
Right_Golongan 3,Re_palawija,9,1,0.0
Right_Golongan 3,Re_palawija,9,2,0.0
Right_Golongan 3,Re_palawija,9,3,0.0
Right_Golongan 3,Re_palawija,9,4,0.0
Right_Golongan 3,Re_palawija,9,5,0.0
Right_Golongan 3,Re_palawija,9,6,0.0
Right_Golongan 3,Re_palawija,10,1,0.0
Right_Golongan 3,Re_palawija,10,2,0.0
Right_Golongan 3,Re_palawija,10,3,0.2
Right_Golongan 3,Re_palawija,10,4,0.0
Right_Golongan 3,Re_palawija,10,5,0.2
Right_Golongan 3,Re_palawija,10,6,1.2
